"TeamID","Season","Win_pct","Pts_for","Pts_against","Pts_diff","LBlowouts","LClose","rawSOS","ELOSOS","Quad1Rec","Quad1Games","FgPct","ThreePtPct","ThreePtShots","FtPct","FtA","OppFgPct","OppThreePtPct","OppThreePtShots","OppFtA","Wins","Losses","Reb","OReb","ORebRat","BlkStl","TO","TurnRat","AsstRat","OppReb","OppORebRat","OppBlkStl","OppAsstRat","ELO","Rank"
1101,2014,0.0952380952380952,63.1428571428571,78.6190476190476,-15.4761904761905,4,3,0.479675098907778,1470.57280785595,0,0,0.405956848511738,0.375552889139846,0.355716319224062,0.746279072565605,21.1904761904762,0.508070335547679,0.371201285342007,0.302957708116674,25.8095238095238,2,19,28.3333333333333,8,0.258129299602333,7.23809523809524,15,1.39502529061353,0.740615653491593,34.4761904761905,0.547032525028987,12,1.53958981416965,1200.60613259886,335
1101,2015,0.25,61,71.8571428571429,-10.8571428571429,4,2,0.473606663788463,1453.73248439696,0,0,0.404811235840565,0.375532195636875,0.362335357524971,0.724499089253188,14.9642857142857,0.492797532656023,0.370402298850575,0.328643997511922,22.7142857142857,7,21,27.8928571428571,8.25,0.27116918894435,7.10714285714286,12.8214285714286,1.0085138309403,1.00445059326638,35.9285714285714,0.550055816971401,10.1071428571429,1.02287159910584,1197.08724272512,337
1101,2016,0.333333333333333,69.8518518518518,76.2592592592593,-6.40740740740741,3,5,0.428709122067868,1418.9590788938,0,0,0.441597726019261,0.364419921381947,0.349604740288207,0.701002464022858,21.7407407407407,0.493125833063151,0.360890652557319,0.281881912172629,24.962962962963,9,18,30.7037037037037,8.18518518518519,0.280093694475517,9.18518518518519,13.4074074074074,1.04612449702319,1.06312455699711,33.8148148148148,0.398019495475857,8.40740740740741,1.04741123074456,1308.00035694373,296
1101,2017,0.36,67.88,72.64,-4.76,1,5,0.448676093321255,1436.14278119547,NA,NA,0.459355412763333,0.372444479077379,0.358216591422693,0.621444816053512,18.56,0.463112160566706,0.361261884183232,0.365204250295159,23.8,9,16,30.44,7.56,0.27075165153043,9.76,14.48,1.0251984523904,1.02755057653045,35.68,0.479709187050321,9.2,0.979545388735791,1312.74316627708,297
1101,2018,0.444444444444444,70.6666666666667,72.8148148148148,-2.14814814814815,1,5,0.446443192753908,1441.41201449624,0,0,0.451505147110196,0.322407192325891,0.353295489943362,0.704978600367353,18.6666666666667,0.457135527034771,0.336543573385679,0.363471739101462,23.4444444444444,12,15,32.2592592592593,9.03703703703704,0.317239262816611,10.7777777777778,14.4074074074074,0.970965643626462,1.06735155219339,34.962962962963,0.436621795072202,9.44444444444444,0.833759273030859,1405.77455337365,237
1101,2019,0.793103448275862,71.7241379310345,64.8965517241379,6.82758620689655,1,3,0.399554701854671,1396.31772039643,0,0,0.458725821573129,0.383129208659104,0.342069242158517,0.723116985918153,19.0689655172414,0.439175014035399,0.333123053754264,0.334150958427916,19.6551724137931,23,6,31.9655172413793,9.06896551724138,0.371026351723341,10.551724137931,11.6551724137931,0.756916476689988,1.44994804046528,32.5862068965517,0.399198462635155,8.51724137931035,0.806371152501822,1660.19297827479,68
1101,2020,0.592592592592593,72.7777777777778,68.7777777777778,4,0,6,0.426948139692238,1416.05590904646,0,0,0.438786327168949,0.314259271765856,0.36730847179566,0.744046980149553,23.037037037037,0.452597994756432,0.308006535947712,0.32590238438626,24.6296296296296,16,11,31.8518518518519,10.037037037037,0.358925026001518,11.6666666666667,14.7407407407407,0.83251021471065,0.991628536709376,33.9259259259259,0.429451074033859,11.1851851851852,0.591817475069109,1603.52082098615,111
1101,2021,0.826086956521739,76.304347826087,61.7391304347826,14.5652173913043,0,1,0.398700935161486,1417.45338396888,0,0,0.459974980000649,0.376399198774596,0.365197480241549,0.684367129219005,20.0869565217391,0.404696445362724,0.290582751891732,0.340287381688,21.8260869565217,19,4,32.4347826086956,9.60869565217391,0.422210385678317,12.3478260869565,13.4347826086957,0.792091149226536,1.47672444832056,30.4347826086957,0.3532665794407,10.8695652173913,0.637302519773896,1760.19002358565,16
1101,2022,0.655172413793103,73.1724137931034,68.4137931034483,4.75862068965517,1,4,0.468803258463448,1469.17824461417,0,0,0.421193890037363,0.314669665178808,0.362002051058712,0.744086966173786,22.6551724137931,0.443764602144714,0.342011731200499,0.39647101094575,24.2413793103448,19,10,28.8275862068966,8.75862068965517,0.323604923351277,12.1724137931034,12,0.652056184645153,1.26385247893869,33.7241379310345,0.435552047879515,9.10344827586207,0.642527183677661,1623.47481553048,99
1101,2023,0.346153846153846,71.1923076923077,74.8846153846154,-3.69230769230769,1,4,0.538367523349407,1529.12213092494,0,0,0.436920997682392,0.347948484636383,0.333713487331092,0.725802387267904,18.8461538461538,0.502791625161948,0.384615384615385,0.33519061100561,23.4615384615385,9,17,27.2307692307692,7.61538461538461,0.267415321016077,9.92307692307692,11.8461538461538,0.776894827936743,1.43260984648945,32.5,0.396764150980929,8.57692307692308,0.940905514995179,1449.55114504156,216
1101,2024,0.318181818181818,70.4090909090909,75.5909090909091,-5.18181818181818,1,5,0.494444939118852,1481.35595944189,0,0,0.411834151906492,0.329181339941742,0.267571921358314,0.727061170212766,23.0909090909091,0.466875154308287,0.342099259281792,0.318849552225406,23.7727272727273,7,15,29.6363636363636,7.95454545454545,0.2460961131851,10,12.4545454545455,0.892707194883173,1.02894844418924,37.0454545454545,0.436662035355793,10.5454545454545,0.940410340589766,1346.77091943564,299
1102,2003,0.428571428571429,57.25,57,0.25,1,5,0.530643612321667,1531.06109126039,0.125,8,0.480810612888689,0.373169087454802,0.52327343397927,0.650737109930405,17.1071428571429,0.458384245417912,0.387678217354357,0.292067463928246,19.25,12,16,21,4.17857142857143,0.187109158893211,7.75,11.4285714285714,0.92723518388462,1.37506389210696,29.75,0.635331371577718,7,0.769874163013261,1448.24006165496,199
