"TeamID","Season","Win_pct","Pts_for","Pts_against","Pts_diff","LBlowouts","LClose","rawSOS","ELOSOS","Quad1Rec","Quad1Games","FgPct","ThreePtPct","ThreePtShots","FtPct","FtA","OppFgPct","OppThreePtPct","OppThreePtShots","OppFtA","Wins","Losses","Reb","OReb","ORebRat","BlkStl","TO","AsstRat","OppReb","OppORebRat","OppBlkStl","OppAsstRat","ELO","Rank"
3101,2014,0.478260869565217,70,69.9130434782609,0.0869565217391304,1,5,0.415339357331063,1384.63812612729,NA,NA,0.420396750058662,0.319445023413509,0.447484662701818,0.637815975733064,17.6086956521739,0.43048228138943,0.313837093429333,0.25558873784831,21.8695652173913,11,12,35.3478260869565,12.2173913043478,0.427457412752194,12.1739130434783,18.304347826087,0.811792770099787,39.3478260869565,0.619160741769353,11.3913043478261,0.766942834480613,1484.90963368646,170
3101,2015,0.52,65.04,62.64,2.4,0,4,0.394311403028644,1343.47860243094,NA,NA,0.374868093578895,0.28147566066605,0.454645345943255,0.697161607875308,20.44,0.388662662685741,0.311332412268582,0.322809319054261,17.16,13,12,39.88,15.32,0.516136415609018,14.32,18.64,0.794367013358907,38.24,0.575746168152917,13.88,0.771475544631555,1385.64882218756,228
3101,2016,0.88,73.2,63.2,10,1,0,0.410770027385378,1379.88432688795,NA,NA,0.422857142857143,0.338305973861529,0.394799054373522,0.693421012009509,23.68,0.37709096912663,0.275207373271889,0.321839666029859,16.92,22,3,39.8,14.68,0.648009808864307,14.24,16.92,0.893570908471137,38.12,0.65329403381028,12.24,0.701850601343736,1766.0538513428,57
3101,2017,0.703703703703704,70.8888888888889,64.0740740740741,6.81481481481481,2,2,0.464143323997946,1429.17958733565,0.25,4,0.413076961640121,0.329256883186314,0.441239682767406,0.715013402274853,20.2592592592593,0.405204357445246,0.300971605315009,0.292544494859067,17.5925925925926,19,8,40.5185185185185,15.6666666666667,0.731081595593142,11.0740740740741,17.2592592592593,0.971789521935721,32.962962962963,0.512327671867946,13.6666666666667,0.87135631444197,1713.77831292477,79
3101,2018,0.461538461538462,65.9230769230769,68.8846153846154,-2.96153846153846,2,1,0.453860720295648,1425.07327266987,0,0,0.417193034395188,0.330908783355182,0.470244530678604,0.738263498019595,16.3846153846154,0.423912444681125,0.334436341775791,0.328264001455694,19.0384615384615,12,14,34.0384615384615,12.5384615384615,0.510565738340155,11.1923076923077,17.7307692307692,0.81455233042605,34.3076923076923,0.699856282010995,11.0769230769231,0.947395703843668,1331.15059617505,247
3101,2019,0.678571428571429,72.1785714285714,65.7857142857143,6.39285714285714,1,2,0.459179409872769,1435.21533037926,0,0,0.465577217098548,0.332792207792208,0.430078439245737,0.74543447388275,17.7142857142857,0.406879027513331,0.302389626160118,0.317856795408114,20.5357142857143,19,9,36.3928571428571,11.3571428571429,0.53531130616872,10.7142857142857,18.2142857142857,0.981430547314006,31.2142857142857,0.486777945213886,11.7142857142857,1.05834713547424,1660.17800117371,106
3101,2020,0.8,75.92,67.72,8.2,0,1,0.448868791489481,1405.77966032278,NA,NA,0.468755250766856,0.379054325955734,0.464396381611082,0.740438796307397,19.84,0.410105358558967,0.288492087190206,0.312231411200483,17.48,20,5,36.36,10.88,0.497140356104873,10.28,17.52,0.924198128579841,33.64,0.539913128273521,12.36,0.961241672772121,1742.8291265046,66
3101,2021,0.473684210526316,64.421052631579,65.9473684210526,-1.52631578947368,1,2,0.525207542021946,1551.91837426467,0,0,0.427622041890929,0.307556289645948,0.466306761426713,0.77437711926876,16.6842105263158,0.417143033740871,0.32246564687581,0.297103310111301,14.5789473684211,9,10,32.8947368421053,8.52631578947368,0.375854957194431,9.52631578947368,18.6315789473684,0.708751593002502,29.3684210526316,0.453678058704945,13.1578947368421,1.19816359251344,1431.00001538683,207
3101,2022,0.5,70.9230769230769,70,0.923076923076923,1,3,0.450434993260355,1431.98768776761,0,0,0.425329053835365,0.35596265411473,0.434272844967095,0.754517851916886,18.1923076923077,0.451759345599287,0.332250407951343,0.347044967433057,14.5,13,13,29.7307692307692,9.65384615384615,0.387349657772447,8.88461538461539,14.4615384615385,1.2272080602576,31.0384615384615,0.511172899753493,10.8461538461538,1.14065068849768,1438.83782219169,206
3101,2023,0.444444444444444,69.8518518518518,67.5185185185185,2.33333333333333,0,5,0.451683070679486,1436.4135300234,0,0,0.440458092632006,0.338343648688476,0.421123099383969,0.691649294911098,15.1111111111111,0.43118317139181,0.314832245487885,0.327677396216928,15.9259259259259,12,15,31.6666666666667,9.66666666666667,0.420383475324013,10.037037037037,14.8148148148148,1.03031882182209,29.9259259259259,0.471370087029935,11.3333333333333,0.979058633127335,1476.55330022089,194
3101,2024,0.388888888888889,70.4444444444444,69.9444444444444,0.499999999999999,0,2,0.461644132839785,1452.36671981072,NA,NA,0.41114083270946,0.289615347642786,0.47565072074876,0.720822431536717,18.1111111111111,0.43432036820143,0.321933391606177,0.39017311997117,14.6111111111111,7,11,33.8888888888889,10.7222222222222,0.456961396864015,9.11111111111111,15.4444444444444,1.02676253485077,29.6666666666667,0.418276741598756,11.9444444444444,1.0273667100873,1440.86146385816,204
3102,2010,0.0357142857142857,51.8214285714286,71.7857142857143,-19.9642857142857,10,2,0.558313907459536,1556.99715422094,0,0,0.3603504032093,0.285129189290395,0.30237773606311,0.676515018614896,13.2142857142857,0.478849060891387,0.37637716065504,0.363477270706332,14.8928571428571,1,27,32,12.4642857142857,0.352947440125047,6.67857142857143,17.7142857142857,0.707348165787106,36.6785714285714,0.684658608050214,14.8571428571429,1.45074265490149,1071.00727936932,328
3102,2011,0.266666666666667,60.5,70.5333333333333,-10.0333333333333,5,5,0.498000926955877,1506.93980714902,0.25,4,0.400530117907837,0.35083820662768,0.223597591101497,0.687145644621413,18.0666666666667,0.445238669409178,0.365969003137145,0.275816724590396,21.2666666666667,8,22,34.3,10.9333333333333,0.353631448859513,9.2,17.9666666666667,0.827541635870449,36.4333333333333,0.52161888637327,11.8666666666667,1.11961127982261,1207.04883792416,295
3102,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339381055452484,0.268457382953181,0.102298495155638,0.681275104430206,21.5357142857143,0.419255364746666,0.328379640321722,0.257576287551629,23.5357142857143,5,23,37.1785714285714,13.2142857142857,0.367661274025187,11.0357142857143,22.2142857142857,0.493544498778559,41.3928571428571,0.657081171953264,16.3571428571429,0.926967153037945,1042.67955838295,333
3102,2012,0.2,53.9666666666667,69.9333333333333,-15.9666666666667,8,2,0.501068183659952,1479.87021241345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042.67955838295,333
